contrast,dissimilarity,homogeneity,energy,correlation,edge count,edge density,label
7.267053738822878,0.054843865736228695,0.9995791684316359,0.9975190447191882,0.90692096345977,38.00909090909091,0.0007376252383917909,0
9.905927462098793,0.0650282142752164,0.9995695879968992,0.9975090836426751,0.9052860355302126,38.111617312072894,0.000739614921928867,0
7.555579527291161,0.05613887107006291,0.9995762435893334,0.9975175827722654,0.9063233376126442,38.111363636363635,0.0007396099989590973,0
8.547948606495483,0.05953483754683372,0.999578615752472,0.9975239208039092,0.9060087820632499,37.950113378684804,0.0007364806881306543,0
9.876657021235063,0.06406127744198654,0.9995812631295915,0.9975252388683586,0.9074274063634867,37.87528344671202,0.0007350284974812571,0
8.879332854292405,0.0609264303004313,0.9995779219673812,0.9975184185735049,0.906907359059927,37.902272727272724,0.0007355522662437152,0
7.6875896330749125,0.05644089143200847,0.999578706818274,0.9975239602450138,0.9066010353485898,37.8390022675737,0.0007343244050451857,0
8.484787718713802,0.05949001633818989,0.9995768607137978,0.9975178907955342,0.9063724487780759,38.09318181818182,0.0007392571526360206,0
9.280289488979681,0.062034308426749195,0.9995800477959546,0.9975194884967064,0.9071435355941643,37.86590909090909,0.000734846573597562,0
9.503792932712424,0.0631136630707797,0.9995767560522921,0.9975229827142005,0.9061665694285598,37.90702947845805,0.0007356445783628195,0
8.732201340723902,0.060255359528779646,0.9995766831571087,0.9975178023869039,0.9065335346823312,37.90681818181818,0.0007356404778244844,0
7.74838409627361,0.05661526237722103,0.9995786186000922,0.997523913239726,0.9065807413061616,37.91609977324263,0.0007358206014718374,0
9.251237192595703,0.06217040094130652,0.9995782754436907,0.9975186011471115,0.9067190562407239,37.86818181818182,0.0007348906793879465,0
8.809975377532687,0.06051195062393448,0.9995773029810868,0.9975181109308296,0.9067178735984047,37.88636363636363,0.0007352435257110231,0
8.627852534071728,0.059772238395182746,0.9995816198814771,0.9975254158586183,0.9071410142675406,37.80498866213152,0.0007336643183863688,0
8.89973436387666,0.06057721777521057,0.9995817082653686,0.9975254640598167,0.9069781304267099,37.859410430839006,0.0007347204570404758,0
9.040292598906293,0.06136983849646123,0.999579693240217,0.9975193099416955,0.907050672724941,37.91136363636364,0.0007357286894052539,0
7.890565988197921,0.05705156544444351,0.9995811809383229,0.9975252033799474,0.9068335573849068,37.9750566893424,0.0007369647516804539,0
9.7000827984732,0.06356720985536624,0.9995823488608893,0.9975206398568082,0.9078649901448977,38.018181818181816,0.0007378016615533293,0
9.111353181339728,0.06128097079327045,0.9995867797348384,0.9975228659303373,0.9087874192160146,38.00909090909091,0.0007376252383917911,0
8.938290550430423,0.0607655735555232,0.9995859827265076,0.9975224631260594,0.9085812311567489,37.99318181818182,0.0007373164978590991,0
8.550207119090532,0.0593844232688722,0.9995865688141015,0.9975278980848306,0.9085661699977245,37.8140589569161,0.0007338403414953871,0
7.2906951616276,0.05488635034607908,0.9995809395901541,0.9975199333963451,0.9072841988734601,37.89090909090909,0.0007353317372917926,0
7.241940549898829,0.055097665871612356,0.999574472638047,0.9975166918156623,0.9058252356111721,38.06818181818182,0.00073877198894179,0
9.09202193074167,0.06202513813035817,0.9995742884908102,0.9975165999219483,0.9061279750713486,37.93181818181818,0.000736125641518715,0
15.21759009894811,0.07899370682219578,0.999582760430359,0.9975259935079492,0.9077748954555097,38.05668934240363,0.0007385489596616142,0
15.519203478826313,0.08018959536305005,0.9995801077828486,0.997524666151264,0.9070754362875715,38.21315192743764,0.0007415853582921721,0
14.400965568611475,0.0771555851168453,0.9995813463487789,0.9975252831454663,0.9073863228404784,38.13378684807256,0.0007400451560882664,0
12.859819152798538,0.07298522439396928,0.9995776362836717,0.9975234214270715,0.9066186575810689,38.08616780045352,0.0007391210347659222,0
10.301999382784306,0.06564201967611465,0.9995733976567209,0.9975213003046937,0.9055040848949883,38.33560090702948,0.0007439616702639127,0
9.62701254780072,0.06342509241177906,0.9995764153871654,0.9975176706786623,0.9062437377757518,38.2,0.0007413301247840963,0
10.15731512414459,0.06509318215350282,0.9995756076946283,0.9975224107963778,0.9056567379215069,38.12925170068027,0.0007399571445337571,0
11.417622828810508,0.06839969024776635,0.9995851823390086,0.9975220601373437,0.9086388647759222,37.972727272727276,0.0007369195457456376,0
12.036522955835498,0.07015458061643953,0.9995886847508708,0.9975289544483059,0.9092627097483049,37.82312925170068,0.0007340163646044044,0
11.954079754132117,0.07068958338471648,0.9995775476954702,0.9975233825438204,0.9065806722633689,37.97732426303855,0.0007370087574577085,0
11.640258109663375,0.06949466725471005,0.999579227837346,0.9975242194268751,0.9070180232443844,38.05668934240363,0.0007385489596616142,0
11.117423692931752,0.06742630518089007,0.9995821463694017,0.99752568310388,0.9075779540174173,38.038548752834465,0.0007381969134435786,0
10.232027924810714,0.06447296083456183,0.9995883347464123,0.9975287775571969,0.9091204946000856,37.82312925170068,0.0007340163646044049,0
9.739310132848116,0.06304700872721056,0.9995871868500655,0.9975282056149315,0.9088097561131059,37.997732426303855,0.0007374048094529987,0
16.581652141862268,0.08325025428744579,0.9995786206248952,0.9975187833155451,0.9068852672749917,38.17045454545455,0.0007407567495090967,0
9.91122401685064,0.06405155333350832,0.9995816173181312,0.9975254149759375,0.9074188628958403,37.93650793650794,0.0007362166534671278,0
10.957556167113582,0.06696387962225553,0.9995826781495626,0.9975259534322922,0.9075638473657043,38.058956916099774,0.000738592965438869,0
12.114203598609668,0.07005676492524679,0.9995872727150042,0.9975282500408434,0.9089635638659396,37.96371882086168,0.0007367447227941817,0
11.134524156497688,0.06739076798445134,0.9995862122886273,0.9975277190977139,0.9084755795680998,37.961451247165535,0.000736700717016927,0
10.261602916737502,0.06484132774391574,0.9995852411099176,0.9975272290032138,0.9084406076267272,37.82766439909297,0.0007341043761589138,0
9.472602541438254,0.0629498075134877,0.9995770482875737,0.9975128220865407,0.9069483765134951,38.170842824601365,0.0007407642846669075,0
9.845248014431474,0.06381028916115265,0.9995812865849704,0.9975201076880787,0.9079257198447639,37.94318181818182,0.0007363461704706377,0
10.199063550673351,0.0646334970254394,0.9995849758198155,0.9975270959483316,0.9083657982132447,37.82086167800453,0.0007339723588271503,0
16.751610378664715,0.08396856071967596,0.9995714446910949,0.9975203327235075,0.905029246108038,38.17233560090703,0.0007407932543015923,0
