Crack Ratio,Edge Count,Contrast,Correlation,Energy,Homogeneity,Label
0.005899590521842069,126,36.64044286772445,0.8571507642323367,0.9934116460901761,0.9943668195683063,0
0.1001377864891614,1150,76.28930645978714,0.9251609274664174,0.896153898907927,0.9204096038367925,1
0.0378427681499738,764,168.3432809637051,0.8832858419609566,0.9591250368201752,0.9632120319966984,1
0.02165770731044655,621,120.0726287474173,0.7121496055376316,0.9734517221413407,0.9742324387270973,1
0.0756855362999476,1066,124.648356789209,0.8518277789288523,0.9162437791395638,0.9290773603244694,1
0.01975586562906325,401,107.1656075786519,0.8220548987697852,0.9775644971584296,0.9797588579298908,0
0.004560538725766073,312,29.68808233597131,0.7483705133314109,0.9943667503925708,0.9948420292671518,1
0.01121698461060762,290,108.7824646212623,0.8136235372785336,0.9869207656603243,0.988177371076889,0
0.0007180422674610414,20,13.41635803672372,0.8172438043968511,0.9991423400969853,0.9992305194348862,0
0.08913427390401521,963,48.05627460917702,0.896248415071086,0.9065982609259093,0.9247668578008424,1
0.06671971123056919,916,87.87721726248489,0.9356726586093473,0.9297512607930349,0.944051586359863,1
0.0,0,0.0,1.0,1.0,1.0,0
0.0,0,0.0,1.0,1.0,1.0,0
0.05305750160104019,245,65.75410315387315,0.9787271866239495,0.9459700940115942,0.9625306231338134,0
0.06291602786780259,735,73.23018595766247,0.9363696836030804,0.9349554458957233,0.9471332019581228,1
0.005938403617380504,89,10.50321624887919,0.8938782296318938,0.9935480657533532,0.9944393599834728,0
0.1491781327019736,1356,67.67911582394449,0.9555394233209005,0.8468995061180266,0.8801290118281566,1
0.008286595897455801,202,84.99606253167518,0.8637801872618274,0.9907607179986101,0.9924784115312155,0
0.005433833375380854,187,36.65954543682506,0.7870893531239332,0.993645531276573,0.9943203067171095,0
0.003609617885074424,73,12.69053838056996,0.9031615163944107,0.9960820527966531,0.9967007381254954,0
0.0,0,0.0,1.0,1.0,1.0,0
0.05024355217450368,1058,75.95703871194105,0.8352635352222694,0.9269057690436312,0.938764977874879,1
0.08719361912709347,851,75.4335113640794,0.955583732199632,0.9101848946729705,0.9295077124903424,1
0.0,0,0.0,1.0,1.0,1.0,0
0.04737138310465951,1059,104.8164788897119,0.8749578487627969,0.9484629257781395,0.9544076963798951,1
0.0,0,0.0,1.0,1.0,1.0,0
0.3775737933978924,1213,183.2117461307552,0.9892412060386734,0.5974211650294642,0.7577078388107933,1
0.0,0,0.0,1.0,1.0,1.0,0
0.002697510139921209,94,38.34178004756149,0.8370519838749356,0.9968032706968288,0.9971685218796097,0
0.004385879795843118,160,79.72578067131886,0.7788640285471691,0.9945811913258487,0.9951017270809649,0
0.07465698926817908,1045,40.6560173092667,0.945838526506427,0.9229491665863996,0.935698428473952,1
0.1218343068951464,1001,113.2892479825348,0.9428990077976489,0.8744177383558367,0.9005255840673778,1
0.4173766228725572,1611,69.75197848037115,0.9930394970304792,0.5806140088737874,0.7308713843603267,1
0.03836674493974267,853,89.50118903746444,0.8571776784351942,0.9579554569523493,0.9621654366258916,1
0.01051834889091579,262,95.7843358933375,0.826254809705491,0.9881098378066063,0.9898522329442856,0
0.1223000640416076,1540,138.3815055943238,0.946864194782959,0.8481035924396532,0.8763888824558085,1
0.004851636942304334,118,62.59397294452458,0.8637154527626741,0.9944252520948476,0.9951790767658438,0
0.3460769663684527,1074,59.99296323730071,0.9913155509289607,0.5784012008953168,0.70824393925641,1
0.06161578916726503,815,50.34509375852792,0.9296314564219668,0.9347997023352348,0.9478355301945093,1
0.0,0,0.0,1.0,1.0,1.0,0
0.0004851636942304333,17,6.12256832092316,0.7958223270545698,0.9994152348899564,0.999551221961843,0
0.378330648760892,923,103.1654321468949,0.9930281858646338,0.6091458737168008,0.7325425814275685,1
0.00960624114576258,259,27.22589762582356,0.8243949282086873,0.9889480064862219,0.9905501650919689,0
0.000349317859845912,49,3.030330201551597,0.4958408235293091,0.9994542180138383,0.9994788142579845,1
0.008771759591686235,206,110.0461775369381,0.877050637669629,0.9901954931225325,0.9920195790297736,0
0.0285470317685187,588,90.56814549140384,0.8983011631101743,0.9693973101734553,0.9735469998309483,1
0.09961380969939257,870,62.36585318311177,0.9635315122836572,0.8974544397430313,0.9181296904333339,1
0.09980787517708475,978,96.411991735215,0.9217302602896712,0.8884299109143631,0.9108261554577036,1
0.01979467872460168,638,95.49686172079063,0.8111521981153619,0.9773306113452332,0.9797442942899569,1
0.32878573230608,899,154.6598183306694,0.9860809559710961,0.6699548136611445,0.7811225403227288,1
0.144928098740515,1054,107.4021285719855,0.9262304080359587,0.8499795128632853,0.8804757696278691,1
0.01201265306914553,221,57.02806908112744,0.8780818581027718,0.9867648184552839,0.9885606888035183,0
0.4090900269751014,1066,58.61521967954464,0.9930037730654161,0.5886547110594689,0.7385240019601975,1
0.0,0,0.0,1.0,1.0,1.0,0
0.000523976789768868,121,20.88725585747144,0.03487156943623373,0.9989669185153637,0.9989670054894719,1
0.01866909895398708,260,74.6423531246345,0.9076602325112675,0.9800401791689346,0.9841026564772719,0
1.940654776921733e-05,8,0.7532259950879109,-1.94927974113565e-05,0.99996101554507,0.9999610171827407,1
0.009121077451532147,205,53.73537094070407,0.8246542158542457,0.9896886087790443,0.990898603483165,0
0.2951929981175649,1437,73.94286772445518,0.9935169958950893,0.6450574077374677,0.7637567180549122,1
0.14108560228221,1807,77.8745078164594,0.9496834675354384,0.855082819034514,0.881262022239431,1
0.07267752139571891,1065,181.0088105726872,0.9076404442384859,0.9239421199792457,0.933413405917045,1
0.3721011469269732,316,75.87337725624732,0.991930001674868,0.626569259957023,0.7743585228687648,0
0.006423567311610937,177,70.94822813925384,0.8125933933270878,0.9924370662643203,0.9935387746004705,0
0.1922218556540977,1183,108.9181318467116,0.9312579599291813,0.7967336686173139,0.8375536857319684,1
0.09903161326631606,934,70.12948812911776,0.9462584309060871,0.8981369196076628,0.9184434909836648,1
0.005433833375380854,151,76.54898444505088,0.8216920297898234,0.9935675813057642,0.9945852574189612,0
0.08185681849055872,1145,58.95343261471289,0.9431238238415605,0.9128715484397529,0.9284614557668636,1
0.003396145859613033,91,35.38368874507817,0.7908751136611959,0.9960235808865868,0.9964362135365433,0
0.6934153583419046,409,249.6089431211259,0.9885342632504771,0.3441182504810094,0.7993880576518905,0
0.05162141706611811,885,97.89199251491172,0.9071370493444347,0.9454419243771729,0.9532230761170672,1
0.0,0,0.0,1.0,1.0,1.0,0
0.07106677793087388,1076,118.7541226462906,0.8091883008824555,0.9193817497279025,0.9296084880959424,1
0.0490403462128122,812,74.63192468129895,0.8744151059586629,0.9484241826512199,0.9546489367645365,1
0.08608744590424809,862,76.18394994347199,0.963838234867957,0.9104943337298269,0.9312085820253226,1
0.073667255331949,846,46.56048497134615,0.9658542972865112,0.9248200927283416,0.9421689860219048,1
1.940654776921733e-05,8,1.768702974542903,-1.94927974113565e-05,0.99996101554507,0.9999610160243655,0
0.4021424828737216,850,69.29928657752134,0.9920025082312982,0.5782050244898307,0.7382826833957314,1
0.002969201808690252,89,36.44052863436123,0.8539750148379548,0.9965108881605792,0.9968650839406172,0
0.009974965553377709,329,131.4904292230323,0.7569802320882852,0.9877979217874882,0.9886695150548102,0
0.004715791107919812,387,30.77687029745429,0.6623628130347202,0.9938014799737976,0.9942200059929124,1
0.001940654776921733,43,18.29636271490391,0.8798706943290229,0.9977973760582448,0.9980826004816012,0
0.08734887150924722,913,59.94783829090483,0.9344730060888153,0.9086433044023021,0.9279576155348458,1
0.03126394845620913,178,49.80018322872403,0.9598411373617141,0.9682728740198591,0.9828747282257099,0
0.002367598827844515,227,34.75589645627851,0.4968004955343279,0.9964719104762557,0.9966140561731679,1
0.01991111801121698,147,42.30361389419517,0.9453044061524503,0.9791242788593996,0.9852401720417605,0
0.05061227658211881,983,154.5777552532065,0.8316823166978496,0.94021786386179,0.945575590614702,1
0.1910574627879447,1658,127.4542902810806,0.9639734663351546,0.8036866565015484,0.8461794385555231,1
0.1915620330299443,1151,169.7934583447039,0.9490276812689499,0.8029683085340292,0.8469825737358688,1
0.004269440509227814,157,77.01890764492612,0.7760891354319659,0.9947760960045776,0.9954679419819517,0
0.004909856585611986,99,27.537717827765,0.8415590375432093,0.9944252116894254,0.9950817695736344,0
0.01094529294183858,346,98.75579899419128,0.7778608236376272,0.9870183355164871,0.9879330041205273,0
0.001086766675076171,35,21.70168804335113,0.8079975390275067,0.9986940204906528,0.9989134047376724,0
0.0001552523821537387,14,6.093173755409147,0.6250860611128359,0.9997855852132244,0.999800324042447,0
0.07855770536979177,1234,61.562083349577,0.9564719189057621,0.9067511191845457,0.9256437539237556,1
0.06386694870849424,978,168.143542162099,0.8657039235173254,0.9185427729962172,0.9282735111949156,1
0.1492945719885889,1401,100.6820591789794,0.9574231972695074,0.8435626910464175,0.8780148458605904,1
0.003842496458305032,128,63.09707223889907,0.8127264809557198,0.9953608575159361,0.9956000175215942,0
0.005181548254381028,150,74.1207750185178,0.8068395817181073,0.9939184303609073,0.9946279030014367,0
0.002542257757767471,71,11.75735838758723,0.8423133037771113,0.9971541305814979,0.9974790439043258,0
0.007025170292456675,182,41.73642353124634,0.8528050172636081,0.9919888201963613,0.9935930449717606,0
0.09365599953424285,1287,139.3164009200421,0.888136921944567,0.8977066900577809,0.9126213285332528,1
0.2327621339439927,320,199.6487271451406,0.9883973596955428,0.7657188493257673,0.8804430870044048,0
0.05408604863280871,1001,49.42119215625123,0.9328348856999492,0.9419721423600711,0.9506970548008944,1
0.005918997069611287,216,109.588787961483,0.6983021424233218,0.9923785879663932,0.9928683864990427,0
0.00677288517145685,139,49.36057073798293,0.8703194346661233,0.9924760103224359,0.9937980292924319,0
0.3742358671815871,872,112.3207282367159,0.9924987261976081,0.615354431089094,0.751056158965543,1
0.03648430980612859,596,37.98616038361077,0.9328162603208578,0.9573122567958325,0.9642613442114608,1
0.009800306623454753,234,68.82027991111458,0.8471410295471274,0.9889089299279957,0.9902218851969072,0
0.006093655999534243,150,60.61541460371916,0.8846126800776695,0.9931192642526718,0.9943541542820221,0
0.04403345688835413,793,133.9814822034229,0.8508526002225116,0.9508998378243436,0.955415083066801,1
0.003415552407382251,117,32.61225683209232,0.7959167384040697,0.9959261352075385,0.9964222169417057,0
0.007102796483533545,155,64.5233324236872,0.8530164170798108,0.99189127356854,0.9932805913471922,0
0.0581032040210367,836,60.44333554247399,0.906586813664702,0.9385420008071386,0.9487773772015691,1
